address,classId,memo
like13f4glvg80zvfrrs7utft5p68pct4mcq7t5atf6,likenft16zayj78x0d64rfpj77fvplypjjzge9uaw9cadrlkne7te7sz5fmsm22j66,"不崩潰就不會重建"
